기상청행정구역코드,특보구역코드,지점소,예보구역코드,지점번호,1단계,2단계,3단계,격자 X,격자 Y,경도(시),위도(시),경도(초/100),위도(초/100)
11C20401,L1030100,133,11C20401,133,대전광역시,,,67,100,127,36,127.39,36.35
11C20401,L1030100,133,11C20401,133,대전광역시,동구,,68,100,127,36,127.43,36.32
11C20401,L1030100,133,11C20401,133,대전광역시,동구,중앙동,68,100,127,36,127.43,36.33
11C20401,L1030100,133,11C20401,133,대전광역시,동구,효동,68,100,127,36,127.44,36.31
11C20401,L1030100,133,11C20401,133,대전광역시,동구,신인동,68,100,127,36,127.44,36.32
11C20401,L1030100,133,11C20401,133,대전광역시,동구,판암1동,69,100,127,36,127.46,36.31
11C20401,L1030100,133,11C20401,133,대전광역시,동구,판암2동,69,100,127,36,127.46,36.32
11C20401,L1030100,133,11C20401,133,대전광역시,동구,용운동,69,100,127,36,127.46,36.33
11C20401,L1030100,133,11C20401,133,대전광역시,동구,대동,68,100,127,36,127.45,36.33
11C20401,L1030100,133,11C20401,133,대전광역시,동구,자양동,68,100,127,36,127.45,36.33
11C20401,L1030100,133,11C20401,133,대전광역시,동구,가양1동,68,100,127,36,127.44,36.34
11C20401,L1030100,133,11C20401,133,대전광역시,동구,가양2동,68,100,127,36,127.45,36.35
11C20401,L1030100,133,11C20401,133,대전광역시,동구,용전동,68,101,127,36,127.43,36.36
11C20401,L1030100,133,11C20401,133,대전광역시,동구,성남동,68,100,127,36,127.44,36.34
11C20401,L1030100,133,11C20401,133,대전광역시,동구,홍도동,68,100,127,36,127.43,36.34
11C20401,L1030100,133,11C20401,133,대전광역시,동구,삼성동,68,100,127,36,127.42,36.34
11C20401,L1030100,133,11C20401,133,대전광역시,동구,대청동,69,100,127,36,127.49,36.34
11C20401,L1030100,133,11C20401,133,대전광역시,동구,산내동,69,99,127,36,127.47,36.28
11C20401,L1030100,133,11C20401,133,대전광역시,중구,,68,100,127,36,127.42,36.32
11C20401,L1030100,133,11C20401,133,대전광역시,중구,은행선화동,68,100,127,36,127.42,36.32
11C20401,L1030100,133,11C20401,133,대전광역시,중구,목동,68,100,127,36,127.41,36.33
11C20401,L1030100,133,11C20401,133,대전광역시,중구,중촌동,68,100,127,36,127.41,36.34
11C20401,L1030100,133,11C20401,133,대전광역시,중구,대흥동,68,100,127,36,127.43,36.32
11C20401,L1030100,133,11C20401,133,대전광역시,중구,문창동,68,100,127,36,127.44,36.31
11C20401,L1030100,133,11C20401,133,대전광역시,중구,석교동,68,99,127,36,127.44,36.31
11C20401,L1030100,133,11C20401,133,대전광역시,중구,대사동,68,100,127,36,127.43,36.31
11C20401,L1030100,133,11C20401,133,대전광역시,중구,부사동,68,100,127,36,127.44,36.31
11C20401,L1030100,133,11C20401,133,대전광역시,중구,용두동,68,100,127,36,127.41,36.32
11C20401,L1030100,133,11C20401,133,대전광역시,중구,오류동,68,100,127,36,127.41,36.32
11C20401,L1030100,133,11C20401,133,대전광역시,중구,태평1동,68,100,127,36,127.4,36.32
11C20401,L1030100,133,11C20401,133,대전광역시,중구,태평2동,67,100,127,36,127.4,36.32
11C20401,L1030100,133,11C20401,133,대전광역시,중구,유천1동,67,100,127,36,127.4,36.31
11C20401,L1030100,133,11C20401,133,대전광역시,중구,유천2동,68,100,127,36,127.4,36.31
11C20401,L1030100,133,11C20401,133,대전광역시,중구,문화1동,68,100,127,36,127.41,36.31
11C20401,L1030100,133,11C20401,133,대전광역시,중구,문화2동,68,99,127,36,127.4,36.3
11C20401,L1030100,133,11C20401,133,대전광역시,중구,산성동,67,99,127,36,127.39,36.3
11C20401,L1030100,133,11C20401,133,대전광역시,서구,,67,100,127,36,127.39,36.35
11C20401,L1030100,133,11C20401,133,대전광역시,서구,복수동,67,99,127,36,127.38,36.3
11C20401,L1030100,133,11C20401,133,대전광역시,서구,도마1동,67,100,127,36,127.38,36.31
11C20401,L1030100,133,11C20401,133,대전광역시,서구,도마2동,67,100,127,36,127.38,36.31
11C20401,L1030100,133,11C20401,133,대전광역시,서구,정림동,67,99,127,36,127.37,36.3
11C20401,L1030100,133,11C20401,133,대전광역시,서구,변동,67,100,127,36,127.39,36.32
11C20401,L1030100,133,11C20401,133,대전광역시,서구,용문동,67,100,127,36,127.4,36.33
11C20401,L1030100,133,11C20401,133,대전광역시,서구,탄방동,67,100,127,36,127.4,36.34
11C20401,L1030100,133,11C20401,133,대전광역시,서구,괴정동,67,100,127,36,127.38,36.33
11C20401,L1030100,133,11C20401,133,대전광역시,서구,가장동,67,100,127,36,127.39,36.33
11C20401,L1030100,133,11C20401,133,대전광역시,서구,내동,67,100,127,36,127.38,36.33
11C20401,L1030100,133,11C20401,133,대전광역시,서구,갈마1동,67,100,127,36,127.37,36.35
11C20401,L1030100,133,11C20401,133,대전광역시,서구,갈마2동,67,100,127,36,127.38,36.34
11C20401,L1030100,133,11C20401,133,대전광역시,서구,월평1동,67,100,127,36,127.36,36.35
11C20401,L1030100,133,11C20401,133,대전광역시,서구,월평2동,67,101,127,36,127.38,36.36
11C20401,L1030100,133,11C20401,133,대전광역시,서구,월평3동,67,101,127,36,127.37,36.36
11C20401,L1030100,133,11C20401,133,대전광역시,서구,가수원동,67,99,127,36,127.35,36.3
11C20401,L1030100,133,11C20401,133,대전광역시,서구,도안동,67,100,127,36,127.35,36.32
11C20401,L1030100,133,11C20401,133,대전광역시,서구,관저1동,66,99,127,36,127.34,36.3
11C20401,L1030100,133,11C20401,133,대전광역시,서구,관저2동,66,99,127,36,127.34,36.3
11C20401,L1030100,133,11C20401,133,대전광역시,서구,기성동,67,98,127,36,127.34,36.25
11C20401,L1030100,133,11C20401,133,대전광역시,서구,둔산1동,67,100,127,36,127.39,36.35
11C20401,L1030100,133,11C20401,133,대전광역시,서구,둔산2동,67,100,127,36,127.39,36.35
11C20401,L1030100,133,11C20401,133,대전광역시,서구,만년동,67,101,127,36,127.38,36.36
11C20401,L1030100,133,11C20401,133,대전광역시,서구,둔산3동,68,101,127,36,127.4,36.35
11C20401,L1030100,133,11C20401,133,대전광역시,유성구,,67,101,127,36,127.36,36.36
11C20401,L1030100,133,11C20401,133,대전광역시,유성구,진잠동,66,99,127,36,127.32,36.3
11C20401,L1030100,133,11C20401,133,대전광역시,유성구,학하동,66,100,127,36,127.31,36.34
11C20401,L1030100,133,11C20401,133,대전광역시,유성구,상대동,66,100,127,36,127.33,36.35
11C20401,L1030100,133,11C20401,133,대전광역시,유성구,온천1동,66,100,127,36,127.34,36.35
11C20401,L1030100,133,11C20401,133,대전광역시,유성구,온천2동,66,101,127,36,127.34,36.36
11C20401,L1030100,133,11C20401,133,대전광역시,유성구,노은1동,66,101,127,36,127.32,36.37
11C20401,L1030100,133,11C20401,133,대전광역시,유성구,노은2동,66,101,127,36,127.31,36.39
11C20401,L1030100,133,11C20401,133,대전광역시,유성구,노은3동,66,101,127,36,127.31,36.39
11C20401,L1030100,133,11C20401,133,대전광역시,유성구,신성동,67,101,127,36,127.35,36.39
11C20401,L1030100,133,11C20401,133,대전광역시,유성구,전민동,68,101,127,36,127.4,36.4
11C20401,L1030100,133,11C20401,133,대전광역시,유성구,구즉동,67,102,127,36,127.39,36.44
11C20401,L1030100,133,11C20401,133,대전광역시,유성구,관평동,68,101,127,36,127.39,36.42
11C20401,L1030100,133,11C20401,133,대전광역시,유성구,원신흥동,67,100,127,36,127.34,36.34
11C20401,L1030100,133,11C20401,133,대전광역시,대덕구,,68,100,127,36,127.42,36.34
11C20401,L1030100,133,11C20401,133,대전광역시,대덕구,오정동,68,100,127,36,127.41,36.35
11C20401,L1030100,133,11C20401,133,대전광역시,대덕구,대화동,68,101,127,36,127.41,36.36
11C20401,L1030100,133,11C20401,133,대전광역시,대덕구,회덕동,68,101,127,36,127.42,36.37
11C20401,L1030100,133,11C20401,133,대전광역시,대덕구,비래동,68,100,127,36,127.45,36.35
11C20401,L1030100,133,11C20401,133,대전광역시,대덕구,송촌동,68,101,127,36,127.44,36.36
11C20401,L1030100,133,11C20401,133,대전광역시,대덕구,중리동,68,101,127,36,127.43,36.36
11C20401,L1030100,133,11C20401,133,대전광역시,대덕구,신탄진동,68,103,127,36,127.43,36.45
11C20401,L1030100,133,11C20401,133,대전광역시,대덕구,석봉동,68,102,127,36,127.43,36.45
11C20401,L1030100,133,11C20401,133,대전광역시,대덕구,덕암동,68,102,127,36,127.43,36.44
11C20401,L1030100,133,11C20401,133,대전광역시,대덕구,목상동,68,102,127,36,127.41,36.45
11C20401,L1030100,133,11C20401,133,대전광역시,대덕구,법1동,68,101,127,36,127.43,36.37
11C20401,L1030100,133,11H20101,152,대전광역시,대덕구,법2동,68,101,127,36,127.43,36.36
11H20101,L1160000,152,11H20101,152,울산광역시,,,102,84,129,35,129.31,35.54
11H20101,L1160000,151,11H20101,152,울산광역시,중구,,102,84,129,35,129.33,35.57
11H20101,L1160000,151,11H20101,152,울산광역시,중구,학성동,102,84,129,35,129.34,35.55
11H20101,L1160000,151,11H20101,152,울산광역시,중구,반구1동,102,84,129,35,129.34,35.55
11H20101,L1160000,151,11H20101,152,울산광역시,중구,반구2동,102,84,129,35,129.34,35.56
11H20101,L1160000,151,11H20101,152,울산광역시,중구,복산동,102,84,129,35,129.33,35.57
11H20101,L1160000,151,11H20101,152,울산광역시,중구,중앙동,102,84,129,35,129.32,35.56
11H20101,L1160000,151,11H20101,152,울산광역시,중구,우정동,102,84,129,35,129.31,35.55
11H20101,L1160000,151,11H20101,152,울산광역시,중구,태화동,102,84,129,35,129.31,35.55
11H20101,L1160000,151,11H20101,152,울산광역시,중구,다운동,101,84,129,35,129.28,35.55
11H20101,L1160000,151,11H20101,152,울산광역시,중구,병영1동,102,84,129,35,129.35,35.57
11H20101,L1160000,151,11H20101,152,울산광역시,중구,병영2동,102,85,129,35,129.35,35.58
11H20101,L1160000,151,11H20101,152,울산광역시,중구,약사동,102,84,129,35,129.34,35.57
11H20101,L1160000,151,11H20101,152,울산광역시,중구,성안동,102,85,129,35,129.31,35.57
11H20101,L1160000,151,11H20101,152,울산광역시,남구,,102,84,129,35,129.33,35.54
11H20101,L1160000,151,11H20101,152,울산광역시,남구,신정1동,102,84,129,35,129.31,35.54
11H20101,L1160000,151,11H20101,152,울산광역시,남구,신정2동,102,84,129,35,129.31,35.53
11H20101,L1160000,151,11H20101,152,울산광역시,남구,신정3동,102,84,129,35,129.32,35.54
11H20101,L1160000,151,11H20101,152,울산광역시,남구,신정4동,102,83,129,35,129.32,35.53
11H20101,L1160000,151,11H20101,152,울산광역시,남구,신정5동,102,84,129,35,129.32,35.54
11H20101,L1160000,151,11H20101,152,울산광역시,남구,달동,102,84,129,35,129.32,35.53
11H20101,L1160000,151,11H20101,152,울산광역시,남구,삼산동,102,84,129,35,129.33,35.54
11H20101,L1160000,151,11H20101,152,울산광역시,남구,삼호동,101,84,129,35,129.27,35.55
11H20101,L1160000,151,11H20101,152,울산광역시,남구,무거동,101,84,129,35,129.26,35.55
11H20101,L1160000,151,11H20101,152,울산광역시,남구,옥동,101,84,129,35,129.3,35.53
11H20101,L1160000,151,11H20101,152,울산광역시,남구,대현동,102,83,129,35,129.33,35.52
11H20101,L1160000,151,11H20101,152,울산광역시,남구,수암동,102,83,129,35,129.32,35.52
11H20101,L1160000,151,11H20101,152,울산광역시,남구,선암동,102,83,129,35,129.34,35.51
11H20101,L1160000,151,11H20101,152,울산광역시,남구,야음장생포동,102,83,129,35,129.34,35.52
11H20101,L1160000,151,11H20101,152,울산광역시,동구,,104,83,129,35,129.42,35.5
11H20101,L1160000,151,11H20101,152,울산광역시,동구,방어동,104,83,129,35,129.43,35.48
11H20101,L1160000,151,11H20101,152,울산광역시,동구,일산동,104,83,129,35,129.43,35.5
11H20101,L1160000,151,11H20101,152,울산광역시,동구,화정동,104,83,129,35,129.43,35.49
11H20101,L1160000,151,11H20101,152,울산광역시,동구,대송동,104,83,129,35,129.42,35.5
11H20101,L1160000,151,11H20101,152,울산광역시,동구,전하1동,104,83,129,35,129.43,35.51
11H20101,L1160000,151,11H20101,152,울산광역시,동구,전하2동,104,83,129,35,129.43,35.51
11H20101,L1160000,151,11H20101,152,울산광역시,동구,남목1동,104,84,129,35,129.42,35.54
11H20101,L1160000,151,11H20101,152,울산광역시,동구,남목2동,104,83,129,35,129.43,35.52
11H20101,L1160000,151,11H20101,152,울산광역시,동구,남목3동,104,84,129,35,129.43,35.54
11H20101,L1160000,151,11H20101,152,울산광역시,북구,,103,85,129,35,129.36,35.58
11H20101,L1160000,151,11H20101,152,울산광역시,북구,농소1동,102,86,129,35,129.36,35.62
11H20101,L1160000,151,11H20101,152,울산광역시,북구,농소2동,102,86,129,35,129.35,35.64
11H20101,L1160000,151,11H20101,152,울산광역시,북구,농소3동,102,86,129,35,129.34,35.63
11H20101,L1160000,151,11H20101,152,울산광역시,북구,강동동,104,85,129,35,129.45,35.61
11H20101,L1160000,151,11H20101,152,울산광역시,북구,효문동,103,85,129,35,129.36,35.57
11H20101,L1160000,151,11H20101,152,울산광역시,북구,송정동,103,85,129,35,129.36,35.59
11H20101,L1160000,151,11H20101,152,울산광역시,북구,양정동,103,84,129,35,129.39,35.54
11H20101,L1160000,151,11H20101,152,울산광역시,북구,염포동,103,83,129,35,129.4,35.52
11H20101,L1160000,151,11H20101,152,울산광역시,울주군,,101,84,129,35,129.3,35.53
11H20101,L1160000,151,11H20101,152,울산광역시,울주군,온산읍,102,81,129,35,129.32,35.43
11H20101,L1160000,151,11H20101,152,울산광역시,울주군,언양읍,98,84,129,35,129.13,35.57
11H20101,L1160000,151,11H20101,152,울산광역시,울주군,온양읍,101,81,129,35,129.28,35.42
11H20101,L1160000,151,11H20101,152,울산광역시,울주군,범서읍,100,84,129,35,129.23,35.57
11H20101,L1160000,151,11H20101,152,울산광역시,울주군,청량읍,102,83,129,35,129.31,35.49
11H20101,L1160000,151,11H20101,152,울산광역시,울주군,삼남읍,98,84,129,35,129.11,35.54
11H20101,L1160000,151,11H20101,152,울산광역시,울주군,서생면,102,80,129,35,129.33,35.35
11H20101,L1160000,151,11H20101,152,울산광역시,울주군,웅촌면,100,82,129,35,129.21,35.46
11H20101,L1160000,151,11H20101,152,울산광역시,울주군,두동면,100,86,129,35,129.2,35.65
11H20101,L1160000,151,11H20101,152,울산광역시,울주군,두서면,99,86,129,35,129.16,35.64
11H20101,L1160000,151,11H20101,152,울산광역시,울주군,상북면,98,85,129,35,129.09,35.59
11H20101,L1160000,151,11C20404,611,울산광역시,울주군,삼동면,99,83,129,35,129.16,35.52
11C10301,L1031800,239,11C20404,611,세종특별자치시,,,66,103,127,36,127.29,36.48
11C10301,L1031800,239,11C20404,611,세종특별자치시,세종특별자치시,,66,103,127,36,127.29,36.48
11C10301,L1031800,239,11C20404,611,세종특별자치시,세종특별자치시,조치원읍,66,106,127,36,127.3,36.6
11C10301,L1031800,239,11C20404,611,세종특별자치시,세종특별자치시,연기면,65,105,127,36,127.27,36.54
11C10301,L1031800,239,11C20404,611,세종특별자치시,세종특별자치시,연동면,66,105,127,36,127.33,36.56
11C10301,L1031800,239,11C20404,611,세종특별자치시,세종특별자치시,부강면,67,104,127,36,127.37,36.53
11C10301,L1031800,239,11C20404,611,세종특별자치시,세종특별자치시,금남면,65,103,127,36,127.28,36.46
11C10301,L1031800,239,11C20404,611,세종특별자치시,세종특별자치시,장군면,64,104,127,36,127.21,36.5
11C10301,L1031800,239,11C20404,611,세종특별자치시,세종특별자치시,연서면,65,106,127,36,127.27,36.59
11C10301,L1031800,239,11C20404,611,세종특별자치시,세종특별자치시,전의면,64,108,127,36,127.2,36.68
11C10301,L1031800,239,11C20404,611,세종특별자치시,세종특별자치시,전동면,65,107,127,36,127.26,36.66
11C10301,L1031800,239,11C20404,611,세종특별자치시,세종특별자치시,소정면,63,108,127,36,127.16,36.72
11C10301,L1031800,239,11C20404,611,세종특별자치시,세종특별자치시,한솔동,65,103,127,36,127.25,36.48
11C10301,L1031800,239,11C20404,611,세종특별자치시,세종특별자치시,새롬동,65,103,127,36,127.26,36.49
11C10301,L1031800,239,11C20404,611,세종특별자치시,세종특별자치시,나성동,65,103,127,36,127.26,36.49
11C10301,L1031800,239,11C20404,611,세종특별자치시,세종특별자치시,도담동,65,104,127,36,127.26,36.52
11C10301,L1031800,239,11C20404,611,세종특별자치시,세종특별자치시,어진동,65,104,127,36,127.26,36.5
11C10301,L1031800,239,11C20404,611,세종특별자치시,세종특별자치시,해밀동,65,104,127,36,127.27,36.53
11C10301,L1031800,239,11C20404,611,세종특별자치시,세종특별자치시,아름동,65,104,127,36,127.25,36.51
11C10301,L1031800,239,11C20404,611,세종특별자치시,세종특별자치시,종촌동,65,104,127,36,127.25,36.51
11C10301,L1031800,239,11C20404,611,세종특별자치시,세종특별자치시,고운동,65,104,127,36,127.24,36.52
11C10301,L1031800,239,11C20404,611,세종특별자치시,세종특별자치시,소담동,66,103,127,36,127.3,36.48
11C10301,L1031800,239,11C20404,611,세종특별자치시,세종특별자치시,반곡동,66,104,127,36,127.31,36.5
11C10301,L1031800,239,11C20404,611,세종특별자치시,세종특별자치시,보람동,66,103,127,36,127.29,36.48
11C10301,L1031800,239,11C20404,611,세종특별자치시,세종특별자치시,대평동,65,103,127,36,127.28,36.47
11C10301,L1031800,239,11C20404,611,세종특별자치시,세종특별자치시,다정동,65,104,127,36,127.25,36.49
11B20503,L1010000,430,11B20601,119,경기도,,,60,120,127,37,127.01,37.27
11B20503,L1010000,119,11B20601,119,경기도,수원시장안구,,60,121,127,37,127.01,37.3
11B20503,L1010000,119,11B20601,119,경기도,수원시장안구,파장동,60,121,126,37,127,37.31
11B20503,L1010000,119,11B20601,119,경기도,수원시장안구,율천동,60,121,126,37,126.97,37.29
11B20503,L1010000,119,11B20601,119,경기도,수원시장안구,정자1동,60,121,126,37,126.99,37.3
11B20503,L1010000,119,11B20601,119,경기도,수원시장안구,정자2동,60,121,127,37,127,37.29
11B20503,L1010000,119,11B20601,119,경기도,수원시장안구,정자3동,60,121,126,37,127,37.29
11B20503,L1010000,119,11B20601,119,경기도,수원시장안구,영화동,61,121,127,37,127.02,37.29
11B20503,L1010000,119,11B20601,119,경기도,수원시장안구,송죽동,60,121,127,37,127.01,37.3
11B20503,L1010000,119,11B20601,119,경기도,수원시장안구,조원1동,61,121,127,37,127.02,37.3
11B20503,L1010000,119,11B20601,119,경기도,수원시장안구,조원2동,60,121,127,37,127.01,37.3
11B20503,L1010000,119,11B20601,119,경기도,수원시장안구,연무동,61,121,127,37,127.02,37.29
11B20503,L1010000,119,11B20601,119,경기도,수원시권선구,,60,120,126,37,126.97,37.25
11B20503,L1010000,119,11B20601,119,경기도,수원시권선구,세류1동,60,120,127,37,127.01,37.26
11B20503,L1010000,119,11B20601,119,경기도,수원시권선구,세류2동,61,120,127,37,127.02,37.25
11B20503,L1010000,119,11B20601,119,경기도,수원시권선구,세류3동,61,120,127,37,127.01,37.26
11B20503,L1010000,119,11B20601,119,경기도,수원시권선구,평동,60,120,126,37,127,37.26
11B20503,L1010000,119,11B20601,119,경기도,수원시권선구,서둔동,60,120,126,37,126.99,37.27
11B20503,L1010000,119,11B20601,119,경기도,수원시권선구,구운동,60,120,126,37,126.97,37.27
11B20503,L1010000,119,11B20601,119,경기도,수원시권선구,금곡동,59,120,126,37,126.95,37.27
11B20503,L1010000,119,11B20601,119,경기도,수원시권선구,호매실동,60,120,126,37,126.96,37.27
11B20503,L1010000,119,11B20601,119,경기도,수원시권선구,권선1동,61,120,127,37,127.04,37.25
11B20503,L1010000,119,11B20601,119,경기도,수원시권선구,권선2동,61,120,127,37,127.03,37.25
11B20503,L1010000,119,11B20601,119,경기도,수원시권선구,곡선동,61,120,127,37,127.04,37.24
11B20503,L1010000,119,11B20601,119,경기도,수원시권선구,입북동,60,121,126,37,126.96,37.29
11B20503,L1010000,119,11B20601,119,경기도,수원시팔달구,,61,121,127,37,127.04,37.28
11B20503,L1010000,119,11B20601,119,경기도,수원시팔달구,매교동,61,120,127,37,127.02,37.27
11B20503,L1010000,119,11B20601,119,경기도,수원시팔달구,매산동,60,120,127,37,127.01,37.27
11B20503,L1010000,119,11B20601,119,경기도,수원시팔달구,고등동,60,120,127,37,127,37.27
11B20503,L1010000,119,11B20601,119,경기도,수원시팔달구,화서1동,60,120,126,37,127,37.27
11B20503,L1010000,119,11B20601,119,경기도,수원시팔달구,화서2동,60,121,126,37,127,37.28
11B20503,L1010000,119,11B20601,119,경기도,수원시팔달구,지동,61,120,127,37,127.03,37.28
11B20503,L1010000,119,11B20601,119,경기도,수원시팔달구,우만1동,61,121,127,37,127.03,37.28
11B20503,L1010000,119,11B20601,119,경기도,수원시팔달구,우만2동,61,120,127,37,127.04,37.28
11B20503,L1010000,119,11B20601,119,경기도,수원시팔달구,인계동,61,120,127,37,127.02,37.27
11B20503,L1010000,119,11B20601,119,경기도,수원시팔달구,행궁동,61,121,127,37,127.01,37.28
11B20503,L1010000,119,11B20601,119,경기도,수원시영통구,,61,120,127,37,127.05,37.26
11B20503,L1010000,119,11B20601,119,경기도,수원시영통구,매탄1동,61,120,127,37,127.04,37.27
11B20503,L1010000,119,11B20601,119,경기도,수원시영통구,매탄2동,61,120,127,37,127.05,37.27
11B20503,L1010000,119,11B20601,119,경기도,수원시영통구,매탄3동,61,120,127,37,127.05,37.25
11B20503,L1010000,119,11B20601,119,경기도,수원시영통구,매탄4동,61,120,127,37,127.05,37.26
11B20503,L1010000,119,11B20601,119,경기도,수원시영통구,원천동,61,120,127,37,127.06,37.27
11B20503,L1010000,119,11B20601,119,경기도,수원시영통구,영통1동,62,120,127,37,127.08,37.26
11B20503,L1010000,119,11B20601,119,경기도,수원시영통구,영통2동,61,120,127,37,127.06,37.24
11B20503,L1010000,119,11B20601,119,경기도,수원시영통구,영통3동,62,120,127,37,127.08,37.25
11B20503,L1010000,119,11B20601,119,경기도,수원시영통구,망포1동,61,120,127,37,127.06,37.24
11B20503,L1010000,119,11B20601,119,경기도,수원시영통구,망포2동,61,120,127,37,127.05,37.24
11B20503,L1010000,119,11B20601,119,경기도,수원시영통구,광교1동,61,121,127,37,127.05,37.29
11B20503,L1010000,119,11B20601,119,경기도,수원시영통구,광교2동,62,121,127,37,127.07,37.29
11B20503,L1010000,572,11B20601,119,경기도,성남시수정구,,63,124,127,37,127.15,37.45
11B20503,L1010000,572,11B20601,119,경기도,성남시수정구,신흥1동,63,124,127,37,127.14,37.44
11B20503,L1010000,572,11B20601,119,경기도,성남시수정구,신흥2동,63,124,127,37,127.15,37.45
11B20503,L1010000,572,11B20601,119,경기도,성남시수정구,신흥3동,63,124,127,37,127.15,37.44
11B20503,L1010000,572,11B20601,119,경기도,성남시수정구,태평1동,62,124,127,37,127.13,37.44
11B20503,L1010000,572,11B20601,119,경기도,성남시수정구,태평2동,63,124,127,37,127.14,37.44
11B20503,L1010000,572,11B20601,119,경기도,성남시수정구,태평3동,63,124,127,37,127.14,37.44
11B20503,L1010000,572,11B20601,119,경기도,성남시수정구,태평4동,63,124,127,37,127.14,37.45
11B20503,L1010000,572,11B20601,119,경기도,성남시수정구,수진1동,63,124,127,37,127.14,37.44
11B20503,L1010000,572,11B20601,119,경기도,성남시수정구,수진2동,62,124,127,37,127.13,37.43
11B20503,L1010000,572,11B20601,119,경기도,성남시수정구,단대동,63,124,127,37,127.16,37.45
11B20503,L1010000,572,11B20601,119,경기도,성남시수정구,산성동,63,124,127,37,127.15,37.45
11B20503,L1010000,572,11B20601,119,경기도,성남시수정구,양지동,63,124,127,37,127.16,37.45
11B20503,L1010000,572,11B20601,119,경기도,성남시수정구,복정동,62,124,127,37,127.13,37.46
11B20503,L1010000,572,11B20601,119,경기도,성남시수정구,위례동,63,125,127,37,127.15,37.47
11B20503,L1010000,572,11B20601,119,경기도,성남시수정구,신촌동,62,124,127,37,127.11,37.45
11B20503,L1010000,572,11B20601,119,경기도,성남시수정구,고등동,62,124,127,37,127.1,37.42
11B20503,L1010000,572,11B20601,119,경기도,성남시수정구,시흥동,62,124,127,37,127.11,37.42
11B20503,L1010000,572,11B20601,119,경기도,성남시중원구,,63,124,127,37,127.14,37.43
11B20503,L1010000,572,11B20601,119,경기도,성남시중원구,성남동,63,124,127,37,127.13,37.43
11B20503,L1010000,572,11B20601,119,경기도,성남시중원구,중앙동,63,124,127,37,127.16,37.44
11B20503,L1010000,572,11B20601,119,경기도,성남시중원구,금광1동,63,124,127,37,127.16,37.44
11B20503,L1010000,572,11B20601,119,경기도,성남시중원구,금광2동,63,124,127,37,127.17,37.44
11B20503,L1010000,572,11B20601,119,경기도,성남시중원구,은행1동,63,124,127,37,127.17,37.45
11B20503,L1010000,572,11B20601,119,경기도,성남시중원구,은행2동,63,124,127,37,127.17,37.45
11B20503,L1010000,572,11B20601,119,경기도,성남시중원구,상대원1동,63,124,127,37,127.17,37.43
11B20503,L1010000,572,11B20601,119,경기도,성남시중원구,상대원2동,63,124,127,37,127.16,37.44
11B20503,L1010000,572,11B20601,119,경기도,성남시중원구,상대원3동,63,124,127,37,127.17,37.44
11B20503,L1010000,572,11B20601,119,경기도,성남시중원구,하대원동,63,124,127,37,127.15,37.43
11B20503,L1010000,572,11B20601,119,경기도,성남시중원구,도촌동,63,123,127,37,127.15,37.42
11B20503,L1010000,572,11B20601,119,경기도,성남시분당구,,62,123,127,37,127.12,37.38
11B20503,L1010000,572,11B20601,119,경기도,성남시분당구,분당동,63,122,127,37,127.13,37.37
11B20503,L1010000,572,11B20601,119,경기도,성남시분당구,수내1동,62,123,127,37,127.12,37.37
11B20503,L1010000,572,11B20601,119,경기도,성남시분당구,수내2동,62,122,127,37,127.12,37.37
11B20503,L1010000,572,11B20601,119,경기도,성남시분당구,수내3동,62,122,127,37,127.13,37.36
11B20503,L1010000,572,11B20601,119,경기도,성남시분당구,정자동,62,122,127,37,127.11,37.36
11B20503,L1010000,572,11B20601,119,경기도,성남시분당구,정자1동,62,122,127,37,127.11,37.36
11B20503,L1010000,572,11B20601,119,경기도,성남시분당구,정자2동,62,122,127,37,127.12,37.36
11B20503,L1010000,572,11B20601,119,경기도,성남시분당구,정자3동,62,122,127,37,127.12,37.36
11B20503,L1010000,572,11B20601,119,경기도,성남시분당구,서현1동,62,123,127,37,127.13,37.38
11B20503,L1010000,572,11B20601,119,경기도,성남시분당구,서현2동,63,123,127,37,127.14,37.37
11B20503,L1010000,572,11B20601,119,경기도,성남시분당구,이매1동,62,123,127,37,127.13,37.4
11B20503,L1010000,572,11B20601,119,경기도,성남시분당구,이매2동,62,123,127,37,127.12,37.4
11B20503,L1010000,572,11B20601,119,경기도,성남시분당구,야탑1동,63,123,127,37,127.13,37.41
11B20503,L1010000,572,11B20601,119,경기도,성남시분당구,야탑2동,62,123,127,37,127.13,37.41
11B20503,L1010000,572,11B20601,119,경기도,성남시분당구,야탑3동,63,123,127,37,127.14,37.41
11B20503,L1010000,572,11B20601,119,경기도,성남시분당구,판교동,62,123,127,37,127.1,37.38
11B20503,L1010000,572,11B20601,119,경기도,성남시분당구,삼평동,62,123,127,37,127.12,37.41
11B20503,L1010000,572,11B20601,119,경기도,성남시분당구,백현동,62,123,127,37,127.11,37.39
11B20503,L1010000,572,11B20601,119,경기도,성남시분당구,금곡동,62,122,127,37,127.11,37.35
11B20503,L1010000,572,11B20601,119,경기도,성남시분당구,구미1동,62,122,127,37,127.11,37.35
11B20503,L1010000,572,11B20601,119,경기도,성남시분당구,구미동,62,122,127,37,127.12,37.34
11B20503,L1010000,572,11B20601,119,경기도,성남시분당구,운중동,62,123,127,37,127.08,37.39
11B20503,L1011700,532,11B20305,99,경기도,의정부시,,61,130,127,37,127.04,37.74
11B20503,L1011700,532,11B20305,99,경기도,의정부시,의정부1동,61,131,127,37,127.05,37.74
